Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046427)	7/38	5.044934289047434E-7	3.6109289945579236E-6	0	0	17.661290322580644	256.0836059566567	IL10;GH1;IL6;IFNL1;IL10RB;LEP;KIT
Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046425)	8/55	5.108087417720085E-7	3.643652799670641E-6	0	0	13.355259811816564	193.48126281440878	IL10;GH1;IL6;IFNL1;EGF;IL10RB;LEP;KIT
Regulation of Cold-Induced Thermogenesis (GO:0120161)	12/148	5.294828741600409E-7	3.764010908144509E-6	0	0	7.003453203143605	101.20945861002588	IL4;ADAMTS5;ADAM17;IL4R;IL15;LEP;ADIPOQ;IL13;LCN2;IL18;FGF21;VEGFA
Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)	9/76	5.960764734115183E-7	4.223050269254486E-6	0	0	10.571104477611941	151.51455024809547	TGFBR3;TGFB2;TGFB1;GDF15;TGFB3;ADAM9;TGFBR1;TGFBR2;ENG
Positive Regulation of Protein Catabolic Process (GO:0045732)	10/99	6.319186042513156E-7	4.442148281637752E-6	0	0	8.86783087405803	126.58389829545098	APP;IFNG;TNFSF12;IL1B;WNT5A;ADAM9;PCSK9;TREM2;TNFRSF1B;TNF
Acute-Phase Response (GO:0006953)	5/14	6.376289399480027E-7	4.442148281637752E-6	0	0	43.1583552055993	615.6759184914109	IL22;IL1RN;IL6;IL6R;MBL2
Vascular Endothelial Growth Factor Signaling Pathway (GO:0038084)	5/14	6.376289399480027E-7	4.442148281637752E-6	0	0	43.1583552055993	615.6759184914109	KDR;VEGFC;VEGFD;PGF;VEGFA
Negative Regulation of Neuroinflammatory Response (GO:0150079)	5/14	6.376289399480027E-7	4.442148281637752E-6	0	0	43.1583552055993	615.6759184914109	IL4;TREM2;IGF1;TNFRSF1B;CX3CL1
Positive Regulation of Macrophage Chemotaxis (GO:0010759)	5/14	6.376289399480027E-7	4.442148281637752E-6	0	0	43.1583552055993	615.6759184914109	CSF1R;CSF1;CCL5;CXCL17;CCL2
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	14/210	6.578780003371667E-7	4.567990102008898E-6	0	0	5.698250728862973	81.11030453974426	CCL14;APP;CCL13;CCL23;CCL11;GDF2;BMP6;CXCL12;CCL7;CCL5;CCL3;CCL19;ELANE;CCL15
Cartilage Development (GO:0051216)	8/57	6.779310282605693E-7	4.660775819291414E-6	0	0	12.808846247662412	181.93967366531677	BMP4;BMP2;TGFB1;GDF2;CHI3L1;IL17F;FGFR3;FGF4
Heart Morphogenesis (GO:0003007)	8/57	6.779310282605693E-7	4.660775819291414E-6	0	0	12.808846247662412	181.93967366531677	TGFBR3;BMP4;ADAMTS5;TGFB2;BMP2;TGFBR1;ENG;VEGFA
Regulation of Blood Vessel Endothelial Cell Migration (GO:0043535)	8/57	6.779310282605693E-7	4.660775819291414E-6	0	0	12.808846247662412	181.93967366531677	ADAM17;TGFB1;ANGPT1;KDR;PDGFB;GDF2;TNF;VEGFA
Branching Morphogenesis of an Epithelial Tube (GO:0048754)	7/40	7.290005172508778E-7	4.995446167391261E-6	0	0	16.589225589225588	234.4321575931028	BMP4;GDNF;KDR;GDF2;TGFBR2;VEGFA;ENG
Regulation of Cell Motility (GO:2000145)	11/126	7.594732276201585E-7	5.1872517834187294E-6	0	0	7.569635343618513	106.66101235305018	FGF6;CSF1R;FGF7;TGFB1;FGF9;CCL21;FGF19;CCL19;FGF1;FGF4;FGF21
Positive Regulation of Growth (GO:0045927)	9/79	8.325129675794747E-7	5.667596424238118E-6	0	0	10.116514285714286	141.61923255350146	ADAM17;TGFB2;LEP;ADAM10;NRG1;TGFBR1;EGFR;IL2;CXCL16
Aortic Valve Development (GO:0003176)	7/41	8.694399357659137E-7	5.899770992697271E-6	0	0	16.100490196078432	224.6890479023538	BMP4;ADAMTS5;BMP2;TGFB1;TNFRSF1B;TGFBR2;TNFRSF1A
Positive Regulation of Cardiac Epithelial to Mesenchymal Transition (GO:0062043)	4/7	9.327721421122266E-7	6.288689603272754E-6	0	0	103.20522875816994	1433.0154261525965	TGFB2;TGFBR1;ENG;TGFBR2
Positive Regulation of Dendritic Cell Chemotaxis (GO:2000510)	4/7	9.327721421122266E-7	6.288689603272754E-6	0	0	103.20522875816994	1433.0154261525965	CCL21;IL12A;LGALS9;GAS6
Astrocyte Development (GO:0014002)	5/15	9.463476714630899E-7	6.339316132557237E-6	0	0	38.84055118110236	538.7439172148598	APP;CNTF;IFNG;TREM2;TNF
Regulation of Amyloid-Beta Clearance (GO:1900221)	5/15	9.463476714630899E-7	6.339316132557237E-6	0	0	38.84055118110236	538.7439172148598	IL4;APP;IFNG;TREM2;TNF
Response to Type II Interferon (GO:0034341)	8/60	1.0151484755095382E-6	6.778467456277747E-6	0	0	12.068035550107263	166.5446310528231	CCL5;WNT5A;CCL3;CCL2;LGALS9;IL12RB1;CXCL16;TLR2
Regulation of Cytokine Production Involved in Immune Response (GO:0002718)	6/27	1.0485942247176455E-6	6.9794965912735E-6	0	0	22.269904009034445	306.6133773617943	IL10;CLCF1;WNT5A;TNFRSF14;TNFRSF1B;TNF
Negative Regulation of Blood Vessel Morphogenesis (GO:2000181)	9/82	1.146047191849129E-6	7.603932161792634E-6	0	0	9.699287671232877	132.67841599888467	CXCL10;TGFB2;GDNF;GDF2;FASLG;IL17F;TEK;DCN;PF4
Negative Regulation of Signaling (GO:0023057)	6/28	1.3201611575130581E-6	8.731445630386997E-6	0	0	21.256557671577433	287.76610688320045	IL11;IGFBP3;IL1B;ADIPOQ;LIF;PCSK9
Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010)	6/29	1.6465772495991549E-6	1.0855982497357204E-5	0	0	20.331328406942774	270.748474420866	FLT1;KDR;VEGFC;VEGFD;PGF;VEGFA
Ventricular Trabecula Myocardium Morphogenesis (GO:0003222)	4/8	1.8465501588256198E-6	1.1985372148899209E-5	0	0	77.4	1021.8496173594172	TGFB2;NRG1;TGFBR1;ENG
Negative Regulation of Alpha-Beta T Cell Proliferation (GO:0046642)	4/8	1.8465501588256198E-6	1.1985372148899209E-5	0	0	77.4	1021.8496173594172	XCL1;TNFRSF14;LGALS9;VSIR
Positive Regulation of NK T Cell Activation (GO:0051135)	4/8	1.8465501588256198E-6	1.1985372148899209E-5	0	0	77.4	1021.8496173594172	IL23A;IL18;IL12B;IL12A
Regulation of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000561)	4/8	1.8465501588256198E-6	1.1985372148899209E-5	0	0	77.4	1021.8496173594172	XCL1;LGALS9;VSIR;TGFBR2
Regulation of Cell Killing (GO:0031341)	4/8	1.8465501588256198E-6	1.1985372148899209E-5	0	0	77.4	1021.8496173594172	IL10;IL11;TGFB2;ICAM1
Positive Chemotaxis (GO:0050918)	5/17	1.9091131235266537E-6	1.2277065932832942E-5	0	0	32.36384514435696	426.1953262685996	LGALS3;FGF7;GPNMB;CX3CL1;VEGFA
Positive Regulation of Cell Adhesion Mediated by Integrin (GO:0033630)	5/17	1.9091131235266537E-6	1.2277065932832942E-5	0	0	32.36384514435696	426.1953262685996	TGFB2;CCL21;CCL5;LIF;CXCL13
Positive Regulation of Smooth Muscle Cell Migration (GO:0014911)	5/17	1.9091131235266537E-6	1.2277065932832942E-5	0	0	32.36384514435696	426.1953262685996	FGF9;CCL5;PDGFB;CCN4;IGF1
Development of Primary Male Sexual Characteristics (GO:0046546)	7/46	1.9588625945584734E-6	1.2481776898253688E-5	0	0	14.032763532763532	184.43466778191163	TGFB2;KITLG;FGF9;WNT5A;KIT;INHBA;AREG
Male Gonad Development (GO:0008584)	7/46	1.9588625945584734E-6	1.2481776898253688E-5	0	0	14.032763532763532	184.43466778191163	TGFB2;KITLG;FGF9;WNT5A;KIT;INHBA;AREG
Peptidyl-Tyrosine Modification (GO:0018212)	7/46	1.9588625945584734E-6	1.2481776898253688E-5	0	0	14.032763532763532	184.43466778191163	CSF1R;FLT1;EFEMP1;FLT3;PDGFB;KDR;EGFR
Regulation of Chemotaxis (GO:0050920)	6/30	2.0360010146590346E-6	1.293386662807715E-5	0	0	19.483201581027668	255.3180624707528	TGFB1;CCL21;PDGFB;TREM2;CCL19;ELANE
Regulation of Neurogenesis (GO:0050767)	8/66	2.1312411561487303E-6	1.3497860655608625E-5	0	0	10.816320923203737	141.24823706233454	MMP12;IL6;CCL11;IFNG;WNT3A;IL1B;TNF;CX3CL1
Intracellular Calcium Ion Homeostasis (GO:0006874)	11/140	2.161198532101254E-6	1.3646238465533596E-5	0	0	6.743310827706927	87.96546216250135	CCL14;CCL13;CCL23;CXCL12;CCL11;CCL7;CCL5;CCL3;CCL19;ELANE;CCL15
BMP Signaling Pathway (GO:0030509)	7/47	2.276421595591014E-6	1.4330485345738612E-5	0	0	13.68125	177.7591927982102	BMP4;TGFBR3;BMP2;GDF2;BMP7;BMP6;ENG
Response to Molecule of Bacterial Origin (GO:0002237)	8/67	2.3933804457265784E-6	1.5021516911617265E-5	0	0	10.632453237895874	137.61375594665037	IL10;ADAM17;IL6;CXCL8;IL1B;IL12A;LGALS9;SELE
Heart Development (GO:0007507)	12/171	2.454637453058409E-6	1.5359857116443338E-5	0	0	5.983347337865709	77.2900776200885	BMP4;TGFBR3;TGFB2;BMP2;TGFB1;WNT3A;PDGFB;TEK;BMP7;TGFBR1;TGFBR2;VEGFA
Positive Regulation of Osteoblast Differentiation (GO:0045669)	7/48	2.6358556498104437E-6	1.6444591964489035E-5	0	0	13.346883468834688	171.45810519428767	BMP4;IL6;CCN4;IGF1;IL6R;BMP7;BMP6
Positive Regulation of Response to Stimulus (GO:0048584)	9/92	3.0360110185328877E-6	1.874551013613397E-5	0	0	8.526361445783133	108.3271328619382	APP;CXCL10;TGFB2;IFNL1;IL15;CD80;ADIPOQ;WNT5A;EGFR
Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:0008625)	6/32	3.040539682368142E-6	1.874551013613397E-5	0	0	17.982669504408634	228.44240203504515	TNFSF10;FASLG;TNFRSF10A;NGF;TNF;TNFRSF1A
Negative Regulation of Interleukin-6 Production (GO:0032715)	6/32	3.040539682368142E-6	1.874551013613397E-5	0	0	17.982669504408634	228.44240203504515	IL10;GPNMB;GAS6;TNF;CX3CL1;SLAMF1
Positive Regulation of Locomotion (GO:0040017)	6/32	3.040539682368142E-6	1.874551013613397E-5	0	0	17.982669504408634	228.44240203504515	CSF1R;TGFB1;CCL21;PDGFB;TREM2;CCL19
Regulation of Memory T Cell Differentiation (GO:0043380)	4/9	3.289956661132405E-6	2.0164250503714738E-5	0	0	61.91686274509804	781.6778647082817	IFNL1;IL23A;IL12B;IL12RB1
Regulation of Natural Killer Cell Proliferation (GO:0032817)	4/9	3.289956661132405E-6	2.0164250503714738E-5	0	0	61.91686274509804	781.6778647082817	IL23A;LEP;IL18;IL12B
Regulation of Receptor Signaling Pathway via STAT (GO:1904892)	5/19	3.5121795903272362E-6	2.1338532976116055E-5	0	0	27.737626546681664	348.3644449001743	IL6;TGFB1;TSLP;EGF;LIF
Microglial Cell Activation (GO:0001774)	5/19	3.5121795903272362E-6	2.1338532976116055E-5	0	0	27.737626546681664	348.3644449001743	APP;IFNG;TREM2;TNF;CX3CL1
Positive Regulation of Endothelial Cell Apoptotic Process (GO:2000353)	5/19	3.5121795903272362E-6	2.1338532976116055E-5	0	0	27.737626546681664	348.3644449001743	TGFB1;CD40LG;CCL2;FASLG;F3
Positive Regulation of RNA Biosynthetic Process (GO:1902680)	22/555	3.6305910282558455E-6	2.1954366984551716E-5	0	0	3.3452553415504944	41.90305346467892	IL10;CD86;TGFB1;TGFB3;WNT3A;EGF;CD80;WNT5A;PDGFB;GDF2;IGF1;INHBA;AREG;TNF;BMP7;TGFBR1;BMP4;IL4;BMP2;IL6;IFNL1;IL1B
Regulation of Immune Response (GO:0050776)	9/94	3.6345507065334423E-6	2.1954366984551716E-5	0	0	8.324894117647059	104.26950741767266	IL4;CXCL10;TGFB2;IFNL1;IL15;TREM2;PDCD1;CXCL13;CD276
Vasculogenesis (GO:0001570)	6/33	3.6761173752168725E-6	2.201457110086895E-5	0	0	17.31576635924462	216.68349898768042	TGFBR3;TGFB1;KDR;TGFBR2;VEGFA;ENG
Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010)	6/33	3.6761173752168725E-6	2.201457110086895E-5	0	0	17.31576635924462	216.68349898768042	TGFBR3;TGFB2;TGFB1;NRG1;TGFBR1;ENG
Regulation of Cell Adhesion Mediated by Integrin (GO:0033628)	6/33	3.6761173752168725E-6	2.201457110086895E-5	0	0	17.31576635924462	216.68349898768042	DPP4;TGFB2;CCL21;PLAU;LIF;ADAM9
Kidney Development (GO:0001822)	8/72	4.153892509672835E-6	2.48046724149035E-5	0	0	9.79930278884462	121.42771468261324	MMP12;BMP4;TGFB2;GDNF;PCSK9;BMP7;TGFBR1;VEGFA
Regulation of Collagen Biosynthetic Process (GO:0032965)	5/20	4.633533623542549E-6	2.7356173088146684E-5	0	0	25.88713910761155	317.9507812506707	BMP4;IL6;TGFB1;TGFB3;IL6R
Regulation of Granulocyte Chemotaxis (GO:0071622)	5/20	4.633533623542549E-6	2.7356173088146684E-5	0	0	25.88713910761155	317.9507812506707	CSF1R;CSF1;CCL5;CXCL17;CCL2
T Cell Migration (GO:0072678)	5/20	4.633533623542549E-6	2.7356173088146684E-5	0	0	25.88713910761155	317.9507812506707	CXCL10;CXCL11;CXCL12;CCL3;CXCL16
Positive Regulation of Monocyte Chemotaxis (GO:0090026)	5/20	4.633533623542549E-6	2.7356173088146684E-5	0	0	25.88713910761155	317.9507812506707	APP;CXCL10;CXCL12;CCL5;CXCL17
Nervous System Development (GO:0007399)	20/480	4.8906531599451546E-6	2.8792859448691192E-5	0	0	3.5075495724940877	42.890963991806906	APP;GDF11;TGFB1;PCSK9;CXCL1;NRG1;INHBA;FGF1;TGFBR1;VEGFA;FGF4;TGFBR2;BCAN;FGF6;IL3;FGF7;FGF9;GDNF;FGF19;FGF21
Regulation of p38MAPK Cascade (GO:1900744)	6/35	5.271813481426321E-6	3.094969150612644E-5	0	0	16.119940029985006	195.90782576081403	BMP4;BMP2;IL1B;LEP;TREM2;LGALS9
Response to Corticosteroid (GO:0031960)	4/10	5.427461194998276E-6	3.142214376051634E-5	0	0	51.59477124183007	625.5370231134768	IL10;IL1RN;IL6;TNF
Response to Sterol (GO:0036314)	4/10	5.427461194998276E-6	3.142214376051634E-5	0	0	51.59477124183007	625.5370231134768	TGFB1;CCL3;TGFBR1;TGFBR2
Negative Regulation of CD4-positive, Alpha-Beta T Cell Activation (GO:2000515)	4/10	5.427461194998276E-6	3.142214376051634E-5	0	0	51.59477124183007	625.5370231134768	CD274;XCL1;LGALS9;VSIR
Negative Regulation of Interleukin-17 Production (GO:0032700)	4/10	5.427461194998276E-6	3.142214376051634E-5	0	0	51.59477124183007	625.5370231134768	IFNG;IL12B;IL12A;VSIR
Positive Regulation of Interleukin-13 Production (GO:0032736)	4/10	5.427461194998276E-6	3.142214376051634E-5	0	0	51.59477124183007	625.5370231134768	IL4;TSLP;IL18;LGALS9
Positive Regulation of Cold-Induced Thermogenesis (GO:0120162)	9/99	5.591654206044186E-6	3.228330743268605E-5	0	0	7.8604	95.0655278768834	IL4;IL4R;LEP;ADIPOQ;IL13;LCN2;IL18;FGF21;VEGFA
Cellular Response to BMP Stimulus (GO:0071773)	7/54	5.934390788658463E-6	3.407383722059392E-5	0	0	11.639479905437351	140.07818635715975	TGFBR3;BMP4;BMP2;GDF2;BMP7;BMP6;ENG
Gonad Development (GO:0008406)	7/54	5.934390788658463E-6	3.407383722059392E-5	0	0	11.639479905437351	140.07818635715975	TGFB2;KITLG;FGF9;WNT5A;KIT;INHBA;AREG
Response to BMP (GO:0071772)	5/21	6.017410764706297E-6	3.4268088551052204E-5	0	0	24.267962598425196	291.72162305896666	BMP4;BMP2;GDF2;BMP7;BMP6
Positive Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707)	5/21	6.017410764706297E-6	3.4268088551052204E-5	0	0	24.267962598425196	291.72162305896666	IL10;FGF9;PDGFB;IGF1;MMP9
Pulmonary Valve Development (GO:0003177)	5/21	6.017410764706297E-6	3.4268088551052204E-5	0	0	24.267962598425196	291.72162305896666	BMP4;ADAMTS5;TGFB2;TNFRSF1B;TNFRSF1A
Cellular Response to Vascular Endothelial Growth Factor Stimulus (GO:0035924)	6/36	6.257956079539924E-6	3.5541109256082714E-5	0	0	15.581818181818182	186.69599981626868	FLT1;KDR;VEGFC;VEGFD;PGF;VEGFA
Interferon-Mediated Signaling Pathway (GO:0140888)	7/55	6.725336959434552E-6	3.809201692471061E-5	0	0	11.396412037037036	135.7270339158681	IFNL2;IFNL1;IFNG;IFNB1;IL10RB;IFNE;IFNA2
Endocardial Cushion Development (GO:0003197)	5/22	7.705177051661135E-6	4.3406523013401E-5	0	0	22.83927744326077	268.90093054025556	BMP4;ADAMTS5;TGFB2;BMP2;ENG
Negative Regulation of Cell Communication (GO:0010648)	5/22	7.705177051661135E-6	4.3406523013401E-5	0	0	22.83927744326077	268.90093054025556	IL11;IGFBP3;IL1B;ADIPOQ;LIF
Regulation of Leukocyte Tethering or Rolling (GO:1903236)	4/11	8.442101107236968E-6	4.692550881416293E-5	0	0	44.2218487394958	516.611989639948	CCL25;CXCL12;CCL28;SELE
Negative Regulation of Leukocyte Apoptotic Process (GO:2000107)	4/11	8.442101107236968E-6	4.692550881416293E-5	0	0	44.2218487394958	516.611989639948	CXCL12;CCL21;CCL19;GAS6
Positive Regulation of T Cell Apoptotic Process (GO:0070234)	4/11	8.442101107236968E-6	4.692550881416293E-5	0	0	44.2218487394958	516.611989639948	CD274;CCL5;LGALS9;PDCD1
Positive Regulation of Macrophage Differentiation (GO:0045651)	4/11	8.442101107236968E-6	4.692550881416293E-5	0	0	44.2218487394958	516.611989639948	TGFB1;CSF1;LIF;PF4
Regulation of T Cell Mediated Immunity (GO:0002709)	4/11	8.442101107236968E-6	4.692550881416293E-5	0	0	44.2218487394958	516.611989639948	CD80;CLCF1;IL1B;TNFRSF1B
Cellular Response to Interleukin-1 (GO:0071347)	7/57	8.571284294653589E-6	4.751719940537401E-5	0	0	10.939444444444444	127.63151545257075	CXCL8;IL1R1;IL1B;CCL5;CCL3;CCL2;IL1RAP
Negative Regulation of Endothelial Cell Proliferation (GO:0001937)	6/38	8.679433211194601E-6	4.798945876030878E-5	0	0	14.60647233201581	170.2319253583512	FLT1;GDF2;CCL2;IL12B;IL12A;ENG
Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	9/105	9.074339076635591E-6	5.0040550580919224E-5	0	0	7.366875	85.52986083238507	TNFSF18;CD40LG;IL1B;WNT5A;IL18;LGALS9;TNF;AREG;TLR2
Regulation of Mitotic Nuclear Division (GO:0007088)	7/58	9.64100530273745E-6	5.302552916505597E-5	0	0	10.724400871459695	123.86130882487655	BMP4;IL1A;EGF;IL1B;PDGFB;IGF1;BMP7
Regulation of Heterotypic Cell-Cell Adhesion (GO:0034114)	5/23	9.741780700591148E-6	5.3299271372344246E-5	0	0	21.56933508311461	248.89042615214368	IL10;IL1RN;IL1B;BMP7;TNF
Artery Development (GO:0060840)	5/23	9.741780700591148E-6	5.3299271372344246E-5	0	0	21.56933508311461	248.89042615214368	ANGPTL3;TGFBR1;TGFBR2;VEGFA;ENG
Wound Healing (GO:0042060)	8/81	1.0097806937654957E-5	5.495941796796578E-5	0	0	8.5872400807728	98.78067391167886	MMP12;TGFB2;WNT5A;NRG1;IGF1;FGF1;TGFBR1;ENG
Positive Regulation of JNK Cascade (GO:0046330)	8/81	1.0097806937654957E-5	5.495941796796578E-5	0	0	8.5872400807728	98.78067391167886	APP;CCL21;IL1B;FGF19;CCL19;LTBR;TNF;SLAMF1
Positive Regulation of Cell Growth (GO:0030307)	9/107	1.0586518096393774E-5	5.7469669666137635E-5	0	0	7.215795918367347	82.66364748045011	ADAM17;TGFB2;ADAM10;NRG1;IGF1;IL2;TGFBR1;EGFR;CXCL16
Defense Response to Virus (GO:0051607)	12/198	1.1069418087490604E-5	5.9935450266464665E-5	0	0	5.1077445474729	58.286129877547275	IL21;CXCL10;IL6;IFNL2;IFNL1;GPNMB;IFNB1;IFNE;IFNA2;TNF;TLR2;MBL2
Negative Regulation of Cell-Cell Adhesion (GO:0022408)	6/40	1.1808969816732902E-5	6.377453983713635E-5	0	0	13.745873052778423	155.96962643743095	IL10;IL1RN;BMP2;TGFB1;BMP6;VEGFA
Positive Regulation of Morphogenesis of an Epithelium (GO:1905332)	5/24	1.2175802326806641E-5	6.558615170882959E-5	0	0	20.433070866141733	231.22185573457952	BMP4;GDNF;EGF;LIF;VEGFA
Negative Regulation of Cellular Response to Vascular Endothelial Growth Factor Stimulus (GO:1902548)	4/12	1.253436841642725E-5	6.682864793452284E-5	0	0	38.6921568627451	436.71977567776173	ANGPT1;IL12B;IL12A;DCN
Positive Regulation of T-helper Cell Differentiation (GO:0045624)	4/12	1.253436841642725E-5	6.682864793452284E-5	0	0	38.6921568627451	436.71977567776173	CD86;CD80;IL18;CCL19
Positive Regulation of Glycoprotein Biosynthetic Process (GO:0010560)	4/12	1.253436841642725E-5	6.682864793452284E-5	0	0	38.6921568627451	436.71977567776173	IL33;CCL21;CCL19;IGF1
Regulation of T Cell Apoptotic Process (GO:0070232)	4/12	1.253436841642725E-5	6.682864793452284E-5	0	0	38.6921568627451	436.71977567776173	CD274;LGALS3;CCL5;PDCD1
Negative Regulation of Secretion by Cell (GO:1903531)	6/41	1.3684334345319076E-5	7.277419537332537E-5	0	0	13.352456239412762	149.53761381322235	IL11;LIF;IL12B;IL12A;TNFRSF1B;TNFRSF1A
Positive Regulation of Endocytosis (GO:0045807)	8/85	1.4450474516631858E-5	7.665353233441772E-5	0	0	8.139493972163296	90.7128965355629	IL4;IFNG;CCL21;IL15;TREM2;CCL19;GAS6;MBL2
Activin Receptor Signaling Pathway (GO:0032924)	5/25	1.5059495252430558E-5	7.92421634986689E-5	0	0	19.41043307086614	215.5237795491072	GDF11;GDF2;INHBA;TGFBR1;TGFBR2
Regulation of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746)	5/25	1.5059495252430558E-5	7.92421634986689E-5	0	0	19.41043307086614	215.5237795491072	ANGPT1;IL12B;IL12A;DCN;VEGFA
Negative Regulation of miRNA Transcription (GO:1902894)	5/25	1.5059495252430558E-5	7.92421634986689E-5	0	0	19.41043307086614	215.5237795491072	BMP4;TGFB1;PDGFB;TNF;VEGFA
Regulation of Phagocytosis (GO:0050764)	7/62	1.5090134484435515E-5	7.92421634986689E-5	0	0	9.942424242424243	110.37551822132286	IFNG;IL15;ADIPOQ;TREM2;GAS6;MBL2;TLR2
Cardiac Ventricle Morphogenesis (GO:0003208)	6/42	1.5793095320757865E-5	8.272573739444595E-5	0	0	12.980895915678524	143.5159767735691	BMP4;TGFBR3;TGFB2;TGFB1;TGFBR2;ENG
Regulation of Vascular Associated Smooth Muscle Cell Migration (GO:1904752)	4/13	1.7921133817573013E-5	9.271081603645445E-5	0	0	34.39128540305011	375.88058147064123	BMP4;FGF9;ADIPOQ;PDGFB
Granulocyte Activation (GO:0036230)	4/13	1.7921133817573013E-5	9.271081603645445E-5	0	0	34.39128540305011	375.88058147064123	CXCL6;CXCL8;IL15;CCL5
Myeloid Dendritic Cell Activation (GO:0001773)	4/13	1.7921133817573013E-5	9.271081603645445E-5	0	0	34.39128540305011	375.88058147064123	IL4;CSF2;TGFBR2;SLAMF1
Positive Regulation of Heterotypic Cell-Cell Adhesion (GO:0034116)	4/13	1.7921133817573013E-5	9.271081603645445E-5	0	0	34.39128540305011	375.88058147064123	IL10;IL1B;BMP7;TNF
Regulation of T-helper 17 Cell Lineage Commitment (GO:2000328)	4/13	1.7921133817573013E-5	9.271081603645445E-5	0	0	34.39128540305011	375.88058147064123	LGALS1;IL23A;IL12B;IL12RB1
Regulation of Neutrophil Chemotaxis (GO:0090022)	5/26	1.8448816385974356E-5	9.497050799676453E-5	0	0	18.485189351331083	201.49799769907222	DPP4;CXCL8;CCL21;XCL1;CCL19
Positive Regulation of Nuclear Division (GO:0051785)	5/26	1.8448816385974356E-5	9.497050799676453E-5	0	0	18.485189351331083	201.49799769907222	IL1A;EGF;IL1B;PDGFB;IGF1
Positive Regulation of Phagocytosis (GO:0050766)	7/64	1.8646441788915534E-5	9.57519983755122E-5	0	0	9.592592592592593	104.46194450698651	FCN2;IFNG;IL15;CCL2;TREM2;GAS6;MBL2
Regulation of JNK Cascade (GO:0046328)	9/115	1.8980133298019345E-5	9.722666321779517E-5	0	0	6.668490566037736	72.50061459357275	TGFBR3;APP;CCL21;FGF19;IL1B;CCL19;LTBR;TNF;SLAMF1
Regulation of Hyaluronan Biosynthetic Process (GO:1900125)	3/5	2.105843464277995E-5	1.0554467243024003E-4	0	0	115.658203125	1245.4317480507013	TGFB1;EGF;PDGFB
Regulation of Mast Cell Chemotaxis (GO:0060753)	3/5	2.105843464277995E-5	1.0554467243024003E-4	0	0	115.658203125	1245.4317480507013	VEGFC;VEGFD;VEGFA
Glial Cell Migration (GO:0008347)	3/5	2.105843464277995E-5	1.0554467243024003E-4	0	0	115.658203125	1245.4317480507013	TGFB2;CCL3;CCL2
Negative Regulation of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000562)	3/5	2.105843464277995E-5	1.0554467243024003E-4	0	0	115.658203125	1245.4317480507013	XCL1;LGALS9;VSIR
Negative Regulation of Cellular Extravasation (GO:0002692)	3/5	2.105843464277995E-5	1.0554467243024003E-4	0	0	115.658203125	1245.4317480507013	CCL25;CXCL12;CCL28
Positive Regulation of T-helper 1 Cell Cytokine Production (GO:2000556)	3/5	2.105843464277995E-5	1.0554467243024003E-4	0	0	115.658203125	1245.4317480507013	IL1R1;IL1B;XCL1
Positive Regulation of Microglial Cell Migration (GO:1904141)	3/5	2.105843464277995E-5	1.0554467243024003E-4	0	0	115.658203125	1245.4317480507013	CSF1;TREM2;CX3CL1
Receptor-Mediated Virion Attachment to Host Cell (GO:0046813)	3/5	2.105843464277995E-5	1.0554467243024003E-4	0	0	115.658203125	1245.4317480507013	DPP4;GAS6;ICAM1
Regulation of T-helper 1 Cell Cytokine Production (GO:2000554)	3/5	2.105843464277995E-5	1.0554467243024003E-4	0	0	115.658203125	1245.4317480507013	IL1R1;IL1B;XCL1
in Utero Embryonic Development (GO:0001701)	5/27	2.2403448114548407E-5	1.1121901795583413E-4	0	0	17.644058697208305	188.90250935932517	BMP2;TGFB3;PDGFB;TGFBR1;VEGFA
